Account ID,Client id,Branch Name,Product Id,Loan Amount,Funded Amount,Funded Amount Inv,Disbursement Date,Loan Status,Repayment Type,Center Id,BranchID
ACC000220,59,SIRSA,JLG30K,26369,39631,32130,30-01-20,Active,Quarterly EMI,730084,SIRSA-730084
ACC000221,213,BEHROR,JLG45K,48198,35114,20349,31-03-19,Paid Off,Monthly EMI,30179,BEHROR-30179
ACC000222,875,MUKTSAR,JLG35K,17079,6678,8823,14-09-19,Paid Off,Monthly EMI,1110166,MUKTSAR-1110166
ACC000223,968,JALANDHAR,JLG30K,14524,33870,27071,22-09-19,Fully Paid,Monthly EMI,160051,JALANDHAR-160051
ACC000224,249,BILASPUR,JLG50K,25947,9077,7976,06-11-20,Active,Monthly EMI,240005,BILASPUR-240005
ACC000225,900,Mathura,JLG30K,36523,46895,12836,17-08-20,Paid Off,Monthly EMI,910182,Mathura-910182
ACC000226,377,MUKTSAR,JLG30K,24158,35335,19167,04-06-22,Paid Off,Monthly EMI,1110166,MUKTSAR-1110166
ACC000227,983,BEHROR,JLG30K,46663,46290,32063,10-05-22,Fully Paid,Monthly EMI,30179,BEHROR-30179
ACC000228,519,Mathura,JLG30K,32986,3055,40987,25-12-17,Active,Quarterly EMI,910182,Mathura-910182
ACC000229,494,PATIALA,JLG35K,22306,45199,30597,26-08-21,Fully Paid,Quarterly EMI,100186,PATIALA-100186
ACC000230,171,Mangaldoi,JLG30K,35733,10919,10706,27-08-20,Paid Off,Quarterly EMI,570241,Mangaldoi-570241
ACC000231,782,Mathura,JLG30K,5557,47263,38294,07-11-21,Paid Off,Monthly EMI,910182,Mathura-910182
ACC000232,559,MUKTSAR,JLG30K,35644,35694,36955,27-06-17,Active,Monthly EMI,1110166,MUKTSAR-1110166
ACC000233,672,MAWANA,JLG35K,7403,15384,28626,09-12-23,Fully Paid,Quarterly EMI,800018,MAWANA-800018
ACC000234,339,MAWANA,JLG46K,17239,33414,40658,13-07-16,Fully Paid,Monthly EMI,800018,MAWANA-800018
ACC000235,200,DHURI,JLG35K,46145,36755,15571,01-02-15,Fully Paid,Monthly EMI,1030063,DHURI-1030063
ACC000236,971,JALANDHAR,JLG30K,27434,26000,16676,10-10-15,Active,Quarterly EMI,160051,JALANDHAR-160051
ACC000237,668,Mathura,JLG30K,35141,35911,24277,15-06-15,Fully Paid,Monthly EMI,910182,Mathura-910182
ACC000238,368,MAHASAMUND,JLG35K,4251,12707,15530,24-04-23,Active,Quarterly EMI,250029,MAHASAMUND-250029
ACC000239,532,HABRA,JLG30K,47589,41954,32092,25-04-21,Fully Paid,Quarterly EMI,650051,HABRA-650051
ACC000240,318,DHURI,JLG35K,22806,48500,25598,17-02-15,Active,Monthly EMI,1030063,DHURI-1030063
ACC000241,458,SANGRUR,JLG30K,14385,30546,36219,10-10-22,Fully Paid,Monthly EMI,110159,SANGRUR-110159
ACC000242,830,Mathura,JLG29K,40891,23097,21731,12-08-21,Active,Quarterly EMI,910182,Mathura-910182
ACC000243,833,GUWAHATI,JLG35K,20741,15006,32896,09-05-22,Paid Off,Quarterly EMI,560090,GUWAHATI-560090
ACC000244,917,FATEHGARH SAHIB,JLG30K,30378,20805,38326,03-08-21,Fully Paid,Quarterly EMI,120676,FATEHGARH SAHIB-120676
ACC000245,318,DURGAPUR,JLG30K,20187,22464,9405,21-08-21,Paid Off,Monthly EMI,700013,DURGAPUR-700013
ACC000246,459,CHHATA,JLG30K,8570,11993,21800,13-12-20,Fully Paid,Monthly EMI,910020,CHHATA-910020
ACC000247,132,CHHATA,JLG30K,48221,33555,17527,16-11-20,Default,Monthly EMI,910020,CHHATA-910020
ACC000248,368,DHURI,JLG35K,11344,11177,27334,22-03-15,Paid Off,Quarterly EMI,1030063,DHURI-1030063
ACC000249,832,SHAHDOL,JLG30K,48572,14847,12902,05-11-21,Active,Monthly EMI,1550006,SHAHDOL-1550006
ACC000250,946,ASANSOL,JLG30K,43754,36464,8556,14-03-22,Active,Quarterly EMI,690076,ASANSOL-690076
ACC000251,650,DURGAPUR,JLG30K,41593,26459,18641,15-01-22,Fully Paid,Quarterly EMI,700013,DURGAPUR-700013
ACC000252,557,PATIALA,JLG35K,7173,27549,16251,18-09-15,Fully Paid,Monthly EMI,100186,PATIALA-100186
ACC000253,195,BEHROR,JLG46K,22558,12737,2321,24-04-22,Fully Paid,Monthly EMI,30179,BEHROR-30179
ACC000254,527,JALANDHAR,JLG30K,38610,32556,19811,03-09-17,Paid Off,Quarterly EMI,160051,JALANDHAR-160051
ACC000255,983,DHURI,JLG35K,12588,37871,38706,04-10-20,Fully Paid,Quarterly EMI,1030063,DHURI-1030063
ACC000256,170,CHHAPRA,JLG30K,28710,13891,35648,28-11-17,Fully Paid,Monthly EMI,380112,CHHAPRA-380112
ACC000257,254,DHURI,JLG30K,19382,48728,12517,16-11-22,Fully Paid,Monthly EMI,1030063,DHURI-1030063
ACC000258,830,MADHUBANI,JLG30K,28242,4345,4457,18-08-20,Default,Monthly EMI,1140044,MADHUBANI-1140044
ACC000259,700,DURGAPUR,JLG30K,17998,4079,42066,06-03-18,Active,Quarterly EMI,700013,DURGAPUR-700013
ACC000260,524,MUKTSAR,JLG30K,27424,40451,14595,06-04-17,Active,Monthly EMI,1110166,MUKTSAR-1110166
ACC000261,385,Mangaldoi,JLG30K,23467,22609,12977,24-09-22,Default,Quarterly EMI,570241,Mangaldoi-570241
ACC000262,881,MAWANA,JLG29K,21091,48965,26999,20-07-21,Fully Paid,Quarterly EMI,800018,MAWANA-800018
ACC000263,801,Mangaldoi,JLG30K,26098,45334,7120,22-02-17,Fully Paid,Quarterly EMI,570241,Mangaldoi-570241
ACC000264,395,DURGAPUR,JLG30K,17450,15573,3281,30-05-23,Fully Paid,Monthly EMI,700013,DURGAPUR-700013
ACC000265,818,SANGRUR,JLG30K,24839,37877,38189,02-09-22,Fully Paid,Monthly EMI,110159,SANGRUR-110159
ACC000266,461,CHHATA,JLG30K,19526,28425,24949,01-01-20,Default,Monthly EMI,910020,CHHATA-910020
ACC000267,164,TEZPUR,JLG30K,27716,47339,37972,16-07-17,Fully Paid,Quarterly EMI,680026,TEZPUR-680026
ACC000268,934,GUWAHATI,JLG46K,21693,45508,21323,07-10-20,Default,Monthly EMI,560090,GUWAHATI-560090
ACC000269,215,DHURI,JLG30K,49995,24182,17543,11-12-19,Active,Quarterly EMI,1030063,DHURI-1030063
ACC000270,208,CHHATA,JLG30K,29951,47983,25921,31-01-16,Fully Paid,Monthly EMI,910020,CHHATA-910020
ACC000271,41,JORHAT,JLG30K,49249,6601,9672,12-11-18,Fully Paid,Monthly EMI,850152,JORHAT-850152
ACC000272,665,Mathura,JLG30K,41202,37226,33900,09-01-20,Fully Paid,Monthly EMI,910182,Mathura-910182
ACC000273,138,BEHROR,JLG35K,21285,20648,44780,12-04-15,Default,Quarterly EMI,30179,BEHROR-30179
ACC000274,707,CHHATA,JLG30K,12327,3559,24902,12-09-15,Paid Off,Quarterly EMI,910020,CHHATA-910020
ACC000275,290,MUKTSAR,JLG44K,11990,6241,7577,10-09-22,Active,Monthly EMI,1110166,MUKTSAR-1110166
ACC000276,867,ASANSOL,JLG30K,11859,37049,6965,14-05-19,Fully Paid,Monthly EMI,690076,ASANSOL-690076
ACC000277,384,JALANDHAR,JLG30K,20138,14607,39364,23-08-20,Active,Monthly EMI,160051,JALANDHAR-160051
ACC000278,472,Mathura,JLG30K,32701,49360,34857,14-02-23,Active,Monthly EMI,910182,Mathura-910182
ACC000279,384,DHURI,JLG30K,43562,15660,29138,24-01-15,Paid Off,Quarterly EMI,1030063,DHURI-1030063
ACC000280,144,Mangaldoi,JLG30K,32669,5383,23969,29-11-18,Paid Off,Quarterly EMI,570241,Mangaldoi-570241
ACC000281,659,MUKTSAR,JLG35K,41390,13033,41404,29-07-22,Active,Quarterly EMI,1110166,MUKTSAR-1110166
ACC000282,220,BEHROR,JLG30K,4458,44525,34969,30-11-23,Default,Monthly EMI,30179,BEHROR-30179
ACC000283,451,TEZPUR,JLG35K,6308,41628,4075,16-01-15,Default,Quarterly EMI,680026,TEZPUR-680026
ACC000284,519,MUKTSAR,JLG35K,36889,20495,22731,17-09-20,Fully Paid,Monthly EMI,1110166,MUKTSAR-1110166
ACC000285,863,NEEM KA THANA,JLG50K,43581,9314,22518,28-11-21,Paid Off,Monthly EMI,80001,NEEM KA THANA-80001
ACC000286,417,MUKTSAR,JLG35K,46142,31675,35988,11-02-19,Default,Monthly EMI,1110166,MUKTSAR-1110166
ACC000287,305,BEHROR,JLG35,28000,16099,44126,15-02-19,Paid Off,Quarterly EMI,30179,BEHROR-30179
ACC000288,467,CHHATA,JLG35K,23407,13551,20012,31-12-15,Default,Monthly EMI,910020,CHHATA-910020
ACC000289,176,SEHORE,JLG30K,11336,41383,23507,23-03-16,Paid Off,Quarterly EMI,1440051,SEHORE-1440051
ACC000290,655,DHURI,JLG30K,21934,29994,15290,23-05-20,Fully Paid,Quarterly EMI,1030063,DHURI-1030063
ACC000291,750,DHURI,JLG30K,19908,33340,22264,16-01-16,Default,Monthly EMI,1030063,DHURI-1030063
ACC000292,560,MAWANA,JLG30K,13776,27133,28584,16-03-15,Paid Off,Quarterly EMI,800018,MAWANA-800018
ACC000293,299,DURGAPUR,JLG35K,16443,42422,29870,22-01-20,Fully Paid,Quarterly EMI,700013,DURGAPUR-700013
ACC000294,381,HAPUR,JLG30K,44925,47493,37609,15-12-15,Paid Off,Monthly EMI,210563,HAPUR-210563
ACC000295,521,MUKTSAR,JLG35K,25139,47274,7271,01-08-19,Fully Paid,Quarterly EMI,1110166,MUKTSAR-1110166
ACC000296,89,MAHASAMUND,JLG35K,13837,9373,1629,26-08-21,Paid Off,Quarterly EMI,250029,MAHASAMUND-250029
ACC000297,624,DURGAPUR,JLG30K,22662,5655,5734,12-08-21,Fully Paid,Quarterly EMI,700013,DURGAPUR-700013
ACC000298,793,Mangaldoi,JLG30K,7281,35694,22192,09-07-20,Paid Off,Quarterly EMI,570241,Mangaldoi-570241
ACC000299,559,HAPUR,JLG35K,10216,32190,32813,13-03-21,Paid Off,Quarterly EMI,210563,HAPUR-210563
ACC000300,16,MUKTSAR,JLG30K,9881,37056,43774,04-06-21,Fully Paid,Monthly EMI,1110166,MUKTSAR-1110166
ACC000301,652,Mathura,JLG50K,43172,7840,40125,17-10-16,Fully Paid,Quarterly EMI,910182,Mathura-910182
ACC000302,446,BULANDSHAHR,JLG30K,19858,21043,38013,15-03-18,Fully Paid,Quarterly EMI,10068,BULANDSHAHR-10068
ACC000303,842,Mathura,JLG35K,17393,27540,33444,26-09-17,Paid Off,Quarterly EMI,910182,Mathura-910182
ACC000304,194,SEHORE,JLG46K,44221,14354,28450,11-10-19,Fully Paid,Monthly EMI,1440051,SEHORE-1440051
ACC000305,401,MADHUBANI,JLG45K,31117,25700,23121,05-09-15,Paid Off,Monthly EMI,1140044,MADHUBANI-1140044
ACC000306,480,KURUKSHETRA,JLG30K,4339,33230,1978,05-02-21,Fully Paid,Monthly EMI,70364,KURUKSHETRA-70364
ACC000307,124,DHURI,JLG30K,35394,32123,37748,02-08-15,Paid Off,Quarterly EMI,1030063,DHURI-1030063
ACC000308,727,BULANDSHAHR,JLG30K,18228,19139,37345,05-06-15,Fully Paid,Monthly EMI,10068,BULANDSHAHR-10068
ACC000309,936,DHURI,JLG35K,26001,21613,18748,18-08-20,Fully Paid,Quarterly EMI,1030063,DHURI-1030063
ACC000310,593,DURGAPUR,JLG35K,15628,25433,29893,16-06-21,Fully Paid,Quarterly EMI,700013,DURGAPUR-700013
ACC000311,865,MUKTSAR,JLG35K,34050,39659,22824,01-06-17,Default,Quarterly EMI,1110166,MUKTSAR-1110166
ACC000312,449,DHURI,JLG30K,4626,3793,25058,14-06-17,Default,Quarterly EMI,1030063,DHURI-1030063
ACC000313,932,SANGRUR,JLG30K,4070,40799,2735,14-09-23,Active,Quarterly EMI,110159,SANGRUR-110159
ACC000314,174,Mathura,JLG35K,5337,18124,28449,01-09-23,Fully Paid,Monthly EMI,910182,Mathura-910182
ACC000315,768,SANGRUR,JLG35K,18540,34210,40021,01-04-18,Paid Off,Quarterly EMI,110159,SANGRUR-110159
ACC000316,128,DURGAPUR,JLG35K,12262,2815,31241,08-03-23,Active,Quarterly EMI,700013,DURGAPUR-700013
ACC000317,198,RAIPUR,JLG46K,7784,43532,2903,28-08-19,Fully Paid,Monthly EMI,230415,RAIPUR-230415
ACC000318,428,FATEHGARH SAHIB,JLG35K,7209,48381,21892,20-02-22,Fully Paid,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC000319,409,RAIPUR,JLG30K,20216,15631,11244,27-08-20,Active,Quarterly EMI,230415,RAIPUR-230415
ACC000320,722,Mangaldoi,JLG30K,7196,29264,19164,05-04-18,Fully Paid,Quarterly EMI,570241,Mangaldoi-570241
ACC000321,494,JALANDHAR,JLG30K,8551,25822,6976,30-05-15,Fully Paid,Quarterly EMI,160051,JALANDHAR-160051
ACC000322,37,MAHASAMUND,JLG30K,36152,49205,14043,18-05-16,Paid Off,Quarterly EMI,250029,MAHASAMUND-250029
ACC000323,801,PAOTA,JLG30K,5724,4321,42584,29-03-18,Paid Off,Monthly EMI,90149,PAOTA-90149
ACC000324,516,BULANDSHAHR,JLG30K,8069,36141,27950,09-06-17,Fully Paid,Monthly EMI,10068,BULANDSHAHR-10068
ACC000325,77,MOTIHARI,JLG35K,36805,45098,23264,08-03-23,Fully Paid,Monthly EMI,520376,MOTIHARI-520376
ACC000326,170,CUTTACK,JLG30K,29154,30596,20992,24-08-20,Fully Paid,Quarterly EMI,630081,CUTTACK-630081
ACC000327,923,BULANDSHAHR,JLG30K,26958,22518,17836,17-03-18,Fully Paid,Quarterly EMI,10068,BULANDSHAHR-10068
ACC000328,520,KURUKSHETRA,JLG30K,16955,12136,35820,19-09-22,Fully Paid,Quarterly EMI,70364,KURUKSHETRA-70364
ACC000329,380,BEHROR,JLG46K,45668,32555,34461,22-04-17,Fully Paid,Quarterly EMI,30179,BEHROR-30179
ACC000330,781,JALANDHAR,JLG35K,32630,38028,23180,24-08-15,Paid Off,Quarterly EMI,160051,JALANDHAR-160051
ACC000331,218,MADHUBANI,JLG30K,31965,36554,3708,20-02-21,Paid Off,Monthly EMI,1140044,MADHUBANI-1140044
ACC000332,67,Mangaldoi,JLG30K,4516,3488,11351,27-09-19,Paid Off,Quarterly EMI,570241,Mangaldoi-570241
ACC000333,338,BILASPUR,JLG30K,40546,45969,3733,17-01-20,Paid Off,Monthly EMI,240005,BILASPUR-240005
ACC000334,837,MAHASAMUND,JLG30K,40056,39498,28632,13-05-19,Fully Paid,Monthly EMI,250029,MAHASAMUND-250029
ACC000335,134,DHURI,JLG46K,46054,26847,23439,16-11-21,Default,Monthly EMI,1030063,DHURI-1030063
ACC000336,467,BEHROR,JLG44K,10863,4114,34555,15-07-18,Paid Off,Monthly EMI,30179,BEHROR-30179
ACC000337,958,MUKTSAR,JLG30K,23392,26584,40878,26-10-16,Default,Quarterly EMI,1110166,MUKTSAR-1110166
ACC000338,879,BEHROR,JLG30K,14752,28265,16281,02-02-21,Active,Monthly EMI,30179,BEHROR-30179
ACC000339,798,MUKTSAR,JLG30K,42619,30180,21384,02-04-20,Paid Off,Quarterly EMI,1110166,MUKTSAR-1110166
ACC000340,347,BULANDSHAHR,JLG35K,17805,19887,11948,02-11-21,Active,Quarterly EMI,10068,BULANDSHAHR-10068
ACC000341,922,ASANSOL,JLG30K,3956,25798,6822,24-11-15,Fully Paid,Quarterly EMI,690076,ASANSOL-690076
ACC000342,759,DHURI,JLG35K,31356,30322,4212,14-01-19,Paid Off,Quarterly EMI,1030063,DHURI-1030063
ACC000343,289,MUKTSAR,JLG35K,19523,7998,42270,03-08-20,Active,Quarterly EMI,1110166,MUKTSAR-1110166
ACC000344,143,MAWANA,JLG30K,43435,27845,39119,13-05-18,Active,Monthly EMI,800018,MAWANA-800018
ACC000345,939,CUTTACK,JLG35K,4655,12288,33654,14-11-22,Paid Off,Monthly EMI,630081,CUTTACK-630081
ACC000346,469,JALANDHAR,JLG35K,25775,32992,21340,18-12-23,Active,Monthly EMI,160051,JALANDHAR-160051
ACC000347,558,Mathura,JLG30K,3492,40474,4138,27-04-17,Active,Monthly EMI,910182,Mathura-910182
ACC000348,178,DHURI,JLG35K,11850,29623,8214,26-05-15,Default,Quarterly EMI,1030063,DHURI-1030063
ACC000349,850,SIRSA,JLG44K,42255,35816,12175,28-11-19,Paid Off,Quarterly EMI,730084,SIRSA-730084
ACC000350,746,MUKTSAR,JLG35K,4691,21703,13794,19-09-17,Paid Off,Monthly EMI,1110166,MUKTSAR-1110166
ACC000351,594,KAROND,JLG30K,7901,26421,25304,19-06-17,Fully Paid,Quarterly EMI,1320004,KAROND-1320004
ACC000352,972,BULANDSHAHR,JLG35K,45798,27055,2669,02-02-17,Default,Quarterly EMI,10068,BULANDSHAHR-10068
ACC000353,749,SIRSA,JLG35K,14487,9250,21612,23-09-17,Fully Paid,Quarterly EMI,730084,SIRSA-730084
ACC000354,483,MUKTSAR,JLG30K,17736,5532,28431,30-12-23,Fully Paid,Quarterly EMI,1110166,MUKTSAR-1110166
ACC000355,553,CHHATA,JLG30K,47075,31535,21791,20-02-19,Default,Quarterly EMI,910020,CHHATA-910020
ACC000356,66,Mangaldoi,JLG29K,5673,39614,36443,18-08-23,Fully Paid,Quarterly EMI,570241,Mangaldoi-570241
ACC000357,983,MUKTSAR,JLG30K,20610,17322,17196,03-04-21,Fully Paid,Quarterly EMI,1110166,MUKTSAR-1110166
ACC000358,717,CHHATA,JLG35K,15189,20426,34738,31-03-21,Fully Paid,Quarterly EMI,910020,CHHATA-910020
ACC000359,135,CHHAPRA,JLG50K,3155,35403,43146,18-07-22,Active,Quarterly EMI,380112,CHHAPRA-380112
ACC000360,383,BUXAR,JLG30K,36473,45819,43483,15-06-22,Default,Quarterly EMI,710002,BUXAR-710002
ACC000361,558,Bardhaman,JLG30K,29269,14114,4243,13-10-21,Active,Quarterly EMI,610198,Bardhaman-610198
ACC000362,897,PALWAL,JLG35K,30166,24828,7628,06-07-15,Fully Paid,Monthly EMI,20242,PALWAL-20242
ACC000363,191,AGRA,JLG39K,11604,27101,31354,25-02-22,Fully Paid,Monthly EMI,140056,AGRA-140056
ACC000364,703,DURGAPUR,JLG30K,34863,25481,25133,21-08-20,Fully Paid,Monthly EMI,700013,DURGAPUR-700013
ACC000365,31,FATEHGARH SAHIB,JLG30K,3272,5752,4837,06-08-16,Paid Off,Quarterly EMI,120676,FATEHGARH SAHIB-120676
ACC000366,912,DHURI,JLG30K,24020,42071,10366,29-04-15,Active,Quarterly EMI,1030063,DHURI-1030063
ACC000367,166,MUKTSAR,JLG30K,21584,40464,12114,09-08-16,Fully Paid,Quarterly EMI,1110166,MUKTSAR-1110166
ACC000368,416,DHURI,JLG35K,17031,8044,17040,19-12-19,Active,Monthly EMI,1030063,DHURI-1030063
ACC000369,765,DHURI,JLG30K,8322,4757,33167,24-09-17,Paid Off,Monthly EMI,1030063,DHURI-1030063
ACC000370,14,FATEHGARH SAHIB,JLG39K,25001,19470,9497,18-05-23,Active,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC000371,372,BEHROR,JLG30K,27948,33924,20088,23-07-23,Active,Quarterly EMI,30179,BEHROR-30179
ACC000372,877,CHHAPRA,JLG30K,41563,17960,10254,16-08-22,Fully Paid,Monthly EMI,380112,CHHAPRA-380112
ACC000373,449,AGRA,JLG30K,11430,20238,34609,02-11-17,Fully Paid,Monthly EMI,140056,AGRA-140056
ACC000374,195,MAWANA,JLG35K,17296,32285,14152,25-07-21,Paid Off,Quarterly EMI,800018,MAWANA-800018
ACC000375,687,CHHAPRA,JLG35K,28765,25339,6004,15-11-21,Fully Paid,Monthly EMI,380112,CHHAPRA-380112
ACC000376,731,DURGAPUR,JLG30K,32760,7972,34411,12-01-22,Paid Off,Quarterly EMI,700013,DURGAPUR-700013
ACC000377,375,JALANDHAR,JLG46K,15414,18724,8544,17-08-23,Default,Monthly EMI,160051,JALANDHAR-160051
ACC000378,191,FATEHGARH SAHIB,JLG30K,15971,9537,40671,09-04-19,Active,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC000379,497,AGRA,JLG30K,29306,20111,24874,26-11-16,Paid Off,Quarterly EMI,140056,AGRA-140056
ACC000380,629,JALANDHAR,JLG30K,41588,30252,25596,12-08-21,Fully Paid,Quarterly EMI,160051,JALANDHAR-160051
ACC000381,303,MADHUBANI,JLG44K,33975,21685,43903,19-07-23,Fully Paid,Quarterly EMI,1140044,MADHUBANI-1140044
ACC000382,691,SEHORE,JLG35K,36154,9632,35058,07-05-20,Fully Paid,Quarterly EMI,1440051,SEHORE-1440051
ACC000383,615,DHURI,JLG35K,18712,5973,42717,29-01-20,Active,Monthly EMI,1030063,DHURI-1030063
ACC000384,87,DHURI,JLG30K,32773,10619,10736,11-02-15,Active,Quarterly EMI,1030063,DHURI-1030063
ACC000385,612,DHURI,JLG30K,35731,34882,37200,11-09-22,Fully Paid,Quarterly EMI,1030063,DHURI-1030063
ACC000386,456,KURUKSHETRA,JLG30K,38936,13103,26139,04-07-18,Active,Quarterly EMI,70364,KURUKSHETRA-70364
ACC000387,20,Mangaldoi,JLG30K,26694,18212,36594,11-02-15,Fully Paid,Monthly EMI,570241,Mangaldoi-570241
ACC000388,851,DHURI,JLG35K,43819,9062,27299,12-07-21,Fully Paid,Quarterly EMI,1030063,DHURI-1030063
ACC000389,659,BEHROR,JLG30K,23094,17388,31454,06-05-17,Default,Quarterly EMI,30179,BEHROR-30179
ACC000390,638,BEHROR,JLG30K,10116,13499,38276,08-06-18,Default,Quarterly EMI,30179,BEHROR-30179
ACC000391,730,MUKTSAR,JLG30K,47506,30934,22397,30-06-19,Active,Quarterly EMI,1110166,MUKTSAR-1110166
ACC000392,398,JALANDHAR,JLG35K,27541,47063,17338,02-09-20,Fully Paid,Quarterly EMI,160051,JALANDHAR-160051
ACC000393,365,BEHROR,JLG35K,15303,11592,18036,12-09-16,Active,Monthly EMI,30179,BEHROR-30179
ACC000394,98,MUKTSAR,JLG30K,22304,42172,41992,04-12-17,Paid Off,Monthly EMI,1110166,MUKTSAR-1110166
ACC000395,316,KURUKSHETRA,JLG30K,39528,41382,13212,11-01-20,Active,Monthly EMI,70364,KURUKSHETRA-70364
ACC000396,935,DURGAPUR,JLG30K,19042,8797,37947,14-07-22,Fully Paid,Quarterly EMI,700013,DURGAPUR-700013
ACC000397,539,DIBRUGARH,JLG30K,34198,10184,32167,10-06-17,Fully Paid,Quarterly EMI,1050013,DIBRUGARH-1050013
ACC000398,928,AGRA,JLG30K,44790,40153,11427,20-03-23,Default,Monthly EMI,140056,AGRA-140056
ACC000399,384,BULANDSHAHR,JLG35K,41148,47488,10658,03-05-16,Fully Paid,Monthly EMI,10068,BULANDSHAHR-10068
ACC000400,646,SIRSA,JLG35K,44248,15959,39925,22-08-23,Fully Paid,Quarterly EMI,730084,SIRSA-730084
ACC000401,477,SHAHDOL,JLG30K,21795,5730,8750,26-01-20,Paid Off,Quarterly EMI,1550006,SHAHDOL-1550006
ACC000402,83,Mathura,JLG30K,12400,9942,5942,24-08-20,Active,Monthly EMI,910182,Mathura-910182
ACC000403,543,MUKTSAR,JLG41K,19178,20254,32656,08-02-23,Active,Monthly EMI,1110166,MUKTSAR-1110166
ACC000404,816,NEEM KA THANA,JLG30K,42474,4763,3220,15-11-16,Paid Off,Quarterly EMI,80001,NEEM KA THANA-80001
ACC000405,416,PAOTA,JLG30K,12286,15871,13910,15-03-21,Fully Paid,Monthly EMI,90149,PAOTA-90149
ACC000406,911,DURGAPUR,JLG35K,7952,49353,42029,03-11-16,Fully Paid,Monthly EMI,700013,DURGAPUR-700013
ACC000407,942,DURGAPUR,JLG30K,32084,40161,9044,13-12-17,Fully Paid,Monthly EMI,700013,DURGAPUR-700013
ACC000408,368,MUKTSAR,JLG30K,47983,25401,23390,25-12-15,Default,Monthly EMI,1110166,MUKTSAR-1110166
ACC000409,682,MUKTSAR,JLG35K,49391,21339,16358,17-12-16,Default,Quarterly EMI,1110166,MUKTSAR-1110166
ACC000410,970,Mathura,JLG35K,43321,5098,39128,07-10-15,Default,Quarterly EMI,910182,Mathura-910182
ACC000411,524,PATIALA,JLG46K,19274,14425,43618,17-06-15,Fully Paid,Monthly EMI,100186,PATIALA-100186
ACC000412,573,DHURI,JLG30K,25964,48974,9373,05-05-18,Default,Quarterly EMI,1030063,DHURI-1030063
ACC000413,156,MAWANA,JLG30K,2894,26384,38982,26-11-16,Paid Off,Quarterly EMI,800018,MAWANA-800018
ACC000414,948,Mathura,JLG35K,8342,12978,17816,04-11-15,Fully Paid,Quarterly EMI,910182,Mathura-910182
ACC000415,23,FATEHGARH SAHIB,JLG30K,37609,17291,34235,11-09-21,Default,Quarterly EMI,120676,FATEHGARH SAHIB-120676
ACC000416,821,Mathura,JLG35K,24247,11460,2403,04-11-16,Active,Quarterly EMI,910182,Mathura-910182
ACC000417,75,HABRA,JLG30K,24918,31103,40116,08-01-19,Paid Off,Quarterly EMI,650051,HABRA-650051
ACC000418,560,Mathura,JLG30K,41932,10036,37287,27-09-16,Fully Paid,Quarterly EMI,910182,Mathura-910182
ACC000419,671,Mathura,JLG30K,37338,10464,4249,03-04-22,Paid Off,Quarterly EMI,910182,Mathura-910182
ACC000420,404,SAMRALA,JLG30K,42545,31228,30112,27-07-22,Paid Off,Monthly EMI,130067,SAMRALA-130067
ACC000421,1000,MAWANA,JLG35K,10929,31016,9251,27-06-18,Active,Monthly EMI,800018,MAWANA-800018
ACC000422,293,SANGRUR,JLG30K,15376,7671,42283,13-11-21,Default,Quarterly EMI,110159,SANGRUR-110159
ACC000423,518,MUKTSAR,JLG30K,37830,14329,11765,21-04-20,Paid Off,Monthly EMI,1110166,MUKTSAR-1110166
ACC000424,498,Mathura,JLG30K,27580,39661,27019,02-04-16,Paid Off,Quarterly EMI,910182,Mathura-910182
ACC000425,42,ASANSOL,JLG29K,45999,41441,13271,04-03-23,Fully Paid,Monthly EMI,690076,ASANSOL-690076
ACC000426,339,JALANDHAR,JLG30K,44429,45656,21035,12-08-23,Active,Quarterly EMI,160051,JALANDHAR-160051
ACC000427,935,CHHATA,JLG30K,30815,38241,26929,27-02-20,Fully Paid,Monthly EMI,910020,CHHATA-910020
ACC000428,169,SANGRUR,JLG30K,10860,31361,44406,27-08-15,Paid Off,Quarterly EMI,110159,SANGRUR-110159
ACC000429,578,BEHROR,JLG30K,16659,36750,36081,06-12-21,Default,Monthly EMI,30179,BEHROR-30179
ACC000430,757,FATEHGARH SAHIB,JLG30K,36152,24444,27684,05-07-18,Fully Paid,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC000431,225,Mathura,JLG50K,48719,32682,2201,05-12-22,Fully Paid,Quarterly EMI,910182,Mathura-910182
ACC000432,473,Mangaldoi,JLG30K,23402,36779,8465,30-12-16,Active,Quarterly EMI,570241,Mangaldoi-570241
ACC000433,712,Mathura,JLG30K,7424,19693,15476,14-07-20,Fully Paid,Monthly EMI,910182,Mathura-910182
ACC000434,528,MUKTSAR,JLG30K,21329,28059,21273,05-06-20,Fully Paid,Quarterly EMI,1110166,MUKTSAR-1110166
ACC000435,293,BULANDSHAHR,JLG35K,24397,33948,21843,05-10-21,Fully Paid,Monthly EMI,10068,BULANDSHAHR-10068
ACC000436,220,JAMMU,JLG30K,28254,4330,35543,16-04-19,Paid Off,Quarterly EMI,720081,JAMMU-720081
ACC000437,593,Mangaldoi,JLG35K,21263,13944,13186,06-05-22,Active,Monthly EMI,570241,Mangaldoi-570241
